applicant_id,monitoring_month,jurisdiction,protected_group,age,annual_income,employment_years,debt_to_income,credit_history_years,missed_payments_12m,prior_default,loan_amount,product_type,actual_repaid,true_repayment_probability,predicted_repayment_probability,approved
A00-02063,0,EU,Majority,33,71037.81,13.64,0.231,10.19,1,0,31846.05,personal,1,0.6771,0.7049510524696156,1
A00-02064,0,US,Majority,43,37057.98,6.14,0.366,18.92,3,0,36490.29,auto,0,0.4226,0.5798046171930629,1
A00-02065,0,EU,Minority,40,44401.77,5.52,0.394,7.3,1,0,25094.2,home_improvement,1,0.3473,0.3798025783032573,0
A00-02066,0,EU,Majority,52,89323.09,7.33,0.361,12.34,1,0,3000.0,personal,1,0.7923,0.7320006685040159,1
A00-02067,0,US,Minority,61,22068.5,15.29,0.311,4.2,0,0,20522.86,personal,1,0.309,0.30013150884186107,0
A00-02068,0,EU,Majority,47,94016.86,3.98,0.502,14.1,0,0,38892.4,personal,0,0.7767,0.7938155763062245,1
A00-02069,0,EU,Majority,54,77993.63,7.04,0.153,5.68,1,0,20420.92,home_improvement,1,0.6673,0.6830890600237834,1
A00-02070,0,US,Minority,47,47297.09,4.18,0.304,8.92,1,0,7720.78,personal,1,0.4753,0.42045710753568977,0
A00-02071,0,EU,Majority,58,52691.07,5.52,0.201,7.44,0,0,31051.2,personal,1,0.5667,0.5928384252456194,1
A00-02072,0,US,Majority,59,104523.15,3.23,0.305,10.31,0,0,30360.9,auto,1,0.8611,0.850071490639427,1
A00-02073,0,US,Minority,49,88316.71,7.5,0.525,6.16,3,0,16940.88,personal,1,0.3512,0.30384311760687954,0
A00-02074,0,EU,Majority,47,66230.63,5.83,0.295,5.34,0,0,23717.09,personal,1,0.5681,0.5188865457948139,0
A00-02075,0,US,Majority,37,71057.24,9.18,0.342,7.41,1,0,20647.44,auto,1,0.6017,0.5487416408907634,0
A00-02076,0,EU,Minority,39,49222.55,10.69,0.455,13.27,0,0,31145.39,auto,0,0.6227,0.6416622556885926,1
A00-02077,0,US,Majority,35,71060.9,11.64,0.29,10.37,2,0,26422.29,personal,1,0.5663,0.5906482320991894,1
A00-02078,0,US,Majority,46,55695.83,4.29,0.376,3.34,0,0,16275.92,personal,0,0.4158,0.32644205413866745,0
A00-02079,0,US,Majority,31,67007.68,7.34,0.36,12.88,5,0,27914.36,auto,1,0.3109,0.3864814963503655,0
A00-02080,0,EU,Majority,37,102896.26,12.08,0.194,4.93,1,0,25919.26,personal,1,0.7563,0.7183836390669346,1
A00-02081,0,EU,Majority,21,66683.33,3.21,0.274,11.47,0,0,39686.08,home_improvement,1,0.6961,0.7564964102097698,1
A00-02082,0,EU,Minority,58,41587.58,6.22,0.418,9.31,2,0,33469.56,personal,1,0.2527,0.3131434167070862,0
A00-02083,0,EU,Majority,37,42538.93,3.36,0.484,10.97,2,0,22380.38,personal,0,0.2748,0.28317943375029236,0
A00-02084,0,EU,Majority,44,70915.24,15.17,0.484,15.91,1,1,26670.68,auto,1,0.4716,0.5324024796370195,0
A00-02085,0,EU,Majority,55,54042.99,12.0,0.581,5.19,4,0,36421.3,auto,0,0.1131,0.1397791395672762,0
A00-02086,0,US,Majority,42,73185.46,8.1,0.388,10.94,1,0,22700.55,personal,0,0.625,0.6122035542087733,1
A00-02087,0,EU,Majority,55,37729.44,8.03,0.28,13.54,0,0,30615.8,auto,1,0.64,0.6955787272478089,1
A00-02088,0,EU,Minority,25,74614.75,3.59,0.367,4.53,2,0,40616.39,home_improvement,0,0.3393,0.3916134325992421,0
A00-02089,0,EU,Majority,65,48356.87,12.82,0.316,5.52,1,0,23189.65,personal,0,0.3884,0.39546678341369657,0
A00-02090,0,US,Majority,51,69379.65,4.81,0.281,7.35,0,0,37401.85,personal,0,0.6054,0.6252442424019827,1
A00-02091,0,US,Minority,41,55072.24,3.83,0.421,8.4,0,0,39312.49,personal,0,0.4528,0.47477143143863126,0
A00-02092,0,EU,Majority,55,101149.39,11.03,0.382,2.86,1,0,27341.3,personal,1,0.6014,0.5429103465974364,0
A00-02093,0,US,Majority,26,71758.29,4.52,0.189,10.71,1,0,25404.1,personal,1,0.6889,0.6875059303586621,1
A00-02094,0,US,Minority,36,98463.97,3.94,0.506,1.47,1,0,33762.71,home_improvement,1,0.4462,0.4110087097722279,0
A00-02095,0,EU,Majority,55,79154.11,9.5,0.11,13.67,4,0,27060.0,home_improvement,1,0.6223,0.7614870116850819,1
A00-02096,0,US,Majority,21,95582.71,2.57,0.303,10.56,0,0,25091.53,home_improvement,1,0.8273,0.817446037419055,1
A00-02097,0,US,Majority,45,64532.83,8.16,0.468,16.15,1,0,33726.96,personal,1,0.6303,0.6922468640508493,1
A00-02098,0,US,Majority,45,75064.56,6.27,0.403,11.18,2,0,21244.91,personal,1,0.5375,0.5368942442352149,0
A00-02099,0,US,Majority,61,91654.23,9.04,0.287,7.28,1,0,24825.33,personal,1,0.6962,0.6826941611503943,1
A00-02100,0,EU,Minority,22,78694.24,7.64,0.611,3.91,2,0,23882.95,personal,1,0.2711,0.2066036689878941,0
A00-02101,0,EU,Majority,57,78588.87,20.66,0.277,9.46,1,1,12222.1,auto,0,0.5352,0.5276413876647849,0
A00-02102,0,EU,Minority,33,55269.24,6.63,0.135,6.98,2,0,29791.33,personal,0,0.4284,0.4651464682653964,0
A00-02103,0,EU,Minority,34,58483.25,4.51,0.429,11.84,1,0,24874.37,personal,1,0.5087,0.5066024794549617,0
A00-02104,0,EU,Majority,26,90115.58,5.85,0.117,4.79,2,0,35187.72,home_improvement,1,0.6066,0.6560355912758314,1
A00-02105,0,US,Minority,27,87072.31,7.59,0.275,15.18,0,0,29125.97,auto,1,0.886,0.8849814074292919,1
A00-02106,0,EU,Minority,43,50235.61,14.68,0.45,12.2,1,0,20684.52,home_improvement,0,0.5353,0.5883306876853196,1
A00-02107,0,US,Minority,27,47368.58,8.48,0.32,6.29,1,0,15727.05,personal,0,0.3986,0.3427072449479157,0
A00-02108,0,US,Majority,47,51321.46,3.46,0.4,15.69,1,0,24539.06,home_improvement,0,0.5943,0.6782546412291578,1
A00-02109,0,EU,Majority,32,84264.31,35.0,0.191,5.37,1,0,23791.92,personal,1,0.7655,0.7512626441765972,1
A00-02110,0,EU,Majority,26,50839.97,10.44,0.433,9.32,1,0,30149.42,personal,0,0.407,0.4118045833832236,0
A00-02111,0,US,Majority,33,84034.46,3.32,0.127,3.39,1,0,28508.23,personal,1,0.6054,0.5669627671735561,1
A00-02112,0,EU,Majority,43,78868.12,2.73,0.488,15.89,1,0,43078.88,auto,1,0.6902,0.7488366471545284,1
A00-02113,0,US,Majority,36,58143.25,2.38,0.273,1.91,1,0,31536.05,personal,1,0.3141,0.28920698839705283,0
A00-02114,0,US,Majority,39,98213.33,5.66,0.514,2.74,0,0,18586.91,auto,1,0.6397,0.4853055033863005,0
A00-02115,0,US,Minority,47,33717.08,5.81,0.274,4.56,1,0,16299.73,personal,1,0.2882,0.259744228494062,0
A00-02116,0,US,Majority,51,100031.12,3.77,0.561,13.79,2,0,34630.92,home_improvement,1,0.6459,0.7171425804015067,1
A00-02117,0,US,Majority,36,74558.83,2.13,0.215,12.32,1,0,15356.56,personal,1,0.7392,0.7171323381484994,1
A00-02118,0,US,Majority,28,29104.14,2.78,0.115,8.99,2,0,28220.85,auto,0,0.356,0.40369487113506003,0
A00-02119,0,US,Majority,40,98745.71,8.58,0.335,12.58,0,0,38927.26,home_improvement,1,0.8528,0.8854954047519114,1
A00-02120,0,US,Majority,44,86972.04,4.86,0.478,8.04,1,0,36913.25,auto,1,0.5795,0.5693681178391814,1
A00-02121,0,EU,Majority,23,60363.98,3.0,0.425,10.19,2,1,16668.16,home_improvement,0,0.187,0.21034738122461083,0
A00-02122,0,EU,Majority,29,50170.31,6.25,0.47,15.11,3,0,34244.05,auto,1,0.3595,0.44158140705174925,0
A00-02123,0,EU,Majority,31,38687.73,6.99,0.427,7.51,1,0,27016.65,personal,0,0.2883,0.2819404859022937,0
A00-02124,0,US,Majority,37,114393.48,7.46,0.232,5.43,3,0,18482.33,auto,1,0.692,0.6328302563285269,1
A00-02125,0,EU,Majority,31,50955.74,6.11,0.422,10.38,2,1,22810.77,auto,0,0.1689,0.18427247281535927,0
A00-02126,0,EU,Majority,47,44491.82,5.54,0.341,11.46,0,0,30368.59,personal,1,0.5423,0.5755312445523669,1
A00-02127,0,US,Majority,21,73590.46,11.56,0.245,8.94,0,0,20156.15,personal,0,0.7523,0.7049717136709327,1
A00-02128,0,US,Majority,22,37380.02,2.86,0.352,12.51,1,0,27602.5,personal,1,0.4179,0.44286592790180807,0
A00-02129,0,US,Majority,35,49850.58,5.09,0.323,7.69,0,0,35968.29,personal,0,0.4708,0.4845860313750827,0
A00-02130,0,US,Majority,37,87404.41,1.39,0.5,9.01,2,0,32004.37,home_improvement,1,0.4724,0.5107665770113331,0
A00-02131,0,US,Minority,23,70320.0,4.68,0.313,8.6,4,0,25379.3,home_improvement,0,0.3102,0.37416567563965325,0
A00-02132,0,US,Minority,32,54158.97,6.53,0.308,8.25,3,0,27549.43,auto,0,0.3208,0.34511592263602514,0
A00-02133,0,US,Minority,35,61847.83,9.44,0.291,13.55,1,0,23664.92,personal,1,0.6736,0.6937106685226861,1
A00-02134,0,EU,Majority,35,60093.06,1.43,0.558,9.98,0,0,23253.33,personal,1,0.4821,0.4241767183652009,0
A00-02135,0,US,Majority,41,67322.04,6.41,0.253,7.28,0,0,11011.42,personal,1,0.6799,0.5983046442665056,1
A00-02136,0,US,Majority,32,54025.58,15.93,0.486,10.61,1,0,25520.56,personal,0,0.4711,0.4699823449715884,0
A00-02137,0,EU,Minority,55,50475.45,7.79,0.251,11.14,3,0,29939.5,auto,0,0.3972,0.4876912877387841,0
A00-02138,0,US,Minority,44,49897.12,2.49,0.436,10.2,0,0,26650.7,auto,1,0.531,0.5097386882219406,0
A00-02139,0,US,Minority,30,47708.64,4.68,0.407,9.98,1,0,18003.78,personal,0,0.4228,0.3887968504406617,0
A00-02140,0,US,Minority,40,81334.31,7.94,0.523,1.11,0,0,30124.98,personal,0,0.4211,0.3307511789815483,0
A00-02141,0,US,Majority,40,83132.23,3.89,0.461,0.5,1,0,37477.42,home_improvement,1,0.3414,0.33595519536043855,0
A00-02142,0,US,Minority,52,43785.1,6.86,0.385,12.2,1,0,33218.1,personal,1,0.4367,0.5079835021754286,0
A00-02143,0,US,Minority,32,38806.52,6.62,0.311,8.86,1,0,25057.42,personal,1,0.3815,0.38799471855515183,0
A00-02144,0,US,Majority,47,65511.74,5.61,0.525,8.41,1,0,44508.96,personal,0,0.3654,0.4125871352406306,0
A00-02145,0,EU,Minority,39,102450.46,2.3,0.299,9.88,0,0,50755.82,personal,1,0.7886,0.8182444871584745,1
A00-02146,0,EU,Majority,55,48973.6,3.61,0.058,16.21,0,0,20090.43,auto,1,0.8424,0.8667466146097911,1
A00-02147,0,US,Minority,53,58436.74,16.85,0.152,12.75,3,1,23413.91,auto,0,0.3287,0.44255018978494937,0
A00-02148,0,US,Minority,41,63185.69,4.49,0.181,10.95,1,0,35052.39,auto,1,0.6657,0.710137598603415,1
A00-02149,0,US,Majority,36,66435.8,4.84,0.401,4.95,2,0,17047.5,personal,0,0.3304,0.27583211388393714,0
A00-02150,0,EU,Majority,45,59794.01,4.83,0.596,5.47,0,0,34551.68,home_improvement,1,0.351,0.360309152277788,0
A00-02151,0,EU,Majority,37,90446.52,9.31,0.085,0.5,1,0,32407.22,auto,1,0.6552,0.6131859853681058,1
A00-02152,0,US,Minority,57,70134.71,5.0,0.281,9.63,1,0,30130.35,home_improvement,1,0.6157,0.6869604360294176,1
A00-02153,0,US,Minority,40,77570.3,5.69,0.386,11.53,0,0,21904.57,personal,1,0.7375,0.7054147022478091,1
A00-02154,0,US,Majority,35,79698.22,6.41,0.515,13.26,1,0,17267.58,home_improvement,1,0.6777,0.6770573609937403,1
A00-02155,0,EU,Minority,34,78485.02,9.92,0.28,9.8,2,0,12035.56,auto,1,0.6736,0.6242494687548567,1
A00-02156,0,EU,Majority,26,98603.71,5.71,0.401,7.88,2,0,44608.28,auto,0,0.5825,0.6006582661980918,1
A00-02157,0,US,Majority,45,93789.84,6.09,0.3,6.24,2,0,40200.12,personal,0,0.5346,0.5686904236721101,1
A00-02158,0,EU,Majority,30,112671.28,4.02,0.643,5.2,0,1,30995.65,personal,0,0.3585,0.28417346821004,0
A00-02159,0,US,Majority,51,91629.48,6.96,0.347,7.85,0,0,34391.19,home_improvement,1,0.7438,0.769337401326146,1
A00-02160,0,EU,Majority,25,55780.51,8.17,0.373,4.59,2,0,5479.44,personal,0,0.3179,0.2313955590914618,0
A00-02161,0,EU,Majority,40,84598.93,8.5,0.34,15.52,1,0,21853.6,auto,0,0.8312,0.8307614098292935,1
A00-02162,0,US,Majority,52,81998.27,15.39,0.28,3.29,3,0,22657.21,auto,1,0.4367,0.41875746918647266,0
A00-02163,0,US,Majority,21,104985.6,3.44,0.444,7.71,1,0,16416.29,auto,1,0.7367,0.6232864053853201,1
A00-02164,0,EU,Minority,61,43123.99,5.85,0.236,0.5,1,0,11274.26,personal,1,0.2801,0.22409718417209387,0
A00-02165,0,US,Majority,34,79101.07,5.02,0.09,9.69,1,0,18527.5,home_improvement,1,0.7804,0.7953389301139175,1
A00-02166,0,EU,Minority,41,48559.66,13.83,0.357,7.09,0,0,28100.8,personal,1,0.4928,0.4836675277173334,0
A00-02167,0,US,Majority,45,78238.36,8.69,0.428,7.07,1,0,25489.01,home_improvement,1,0.5517,0.5623240715489781,1
A00-02168,0,EU,Majority,47,64419.81,1.83,0.26,4.77,2,0,36370.24,personal,1,0.3244,0.3567954071090908,0
A00-02169,0,US,Majority,42,77609.91,3.79,0.352,8.51,2,0,44110.77,personal,1,0.4376,0.5066300536002172,0
A00-02170,0,US,Majority,50,41703.57,4.64,0.184,6.32,2,0,29390.11,personal,0,0.2983,0.3438822392050486,0
A00-02171,0,US,Majority,45,83571.3,2.03,0.458,7.95,1,1,23506.24,auto,0,0.3123,0.2877339349676369,0
A00-02172,0,US,Majority,58,72415.13,6.13,0.408,16.33,1,0,43775.18,auto,1,0.715,0.7968147334869075,1
A00-02173,0,US,Majority,45,71391.66,4.13,0.332,9.19,0,0,15455.02,personal,1,0.6869,0.6264026220871167,1
A00-02174,0,EU,Majority,61,105554.34,15.77,0.35,10.63,1,0,5747.44,personal,1,0.8513,0.8063663169585216,1
A00-02175,0,US,Majority,49,61232.82,6.93,0.163,6.64,2,0,17973.58,auto,1,0.521,0.5070126162479539,0
A00-02176,0,US,Majority,21,75003.04,4.53,0.168,5.36,2,0,33610.04,personal,0,0.4739,0.4801242766363903,0
A00-02177,0,US,Minority,68,63405.14,2.99,0.36,7.01,1,0,28332.39,personal,0,0.4358,0.44931791281688976,0
A00-02178,0,US,Majority,33,72262.74,5.55,0.392,18.52,0,0,18110.79,auto,0,0.8622,0.8531128085829942,1
A00-02179,0,EU,Minority,55,103714.27,13.16,0.443,5.95,3,0,25433.78,personal,0,0.4921,0.47835985196110137,0
A00-02180,0,EU,Minority,39,62712.33,5.05,0.331,8.55,2,0,14161.88,personal,0,0.4421,0.4065688868164653,0
A00-02181,0,US,Minority,51,50721.68,5.58,0.464,3.79,1,0,13014.9,personal,0,0.2808,0.21742644739038483,0
A00-02182,0,EU,Minority,31,97047.15,10.71,0.545,0.5,1,0,37993.79,auto,1,0.4365,0.3576411650231911,0
A00-02183,0,EU,Majority,46,62653.91,6.81,0.319,5.34,2,0,27650.51,auto,0,0.383,0.3778743889540782,0
A00-02184,0,EU,Majority,36,38001.62,9.2,0.367,18.02,0,0,40118.93,personal,1,0.645,0.7418882796698484,1
A00-02185,0,US,Majority,56,54423.97,7.22,0.305,10.88,1,0,16627.28,personal,1,0.5628,0.5629485562452858,1
A00-02186,0,US,Minority,44,37814.84,6.98,0.36,13.66,0,0,30146.3,personal,1,0.5538,0.6029942149956549,1
A00-02187,0,US,Majority,49,34300.66,1.75,0.35,7.11,3,0,26943.68,personal,1,0.1479,0.1762086670697212,0
A00-02188,0,EU,Majority,21,61602.71,2.71,0.534,0.5,2,0,32740.13,personal,0,0.1401,0.11308343963808531,0
A00-02189,0,EU,Minority,38,60165.9,6.38,0.485,2.67,1,0,25273.78,personal,0,0.2735,0.22334281013923377,0
A00-02190,0,US,Majority,44,90930.03,3.18,0.429,10.09,2,0,38491.09,auto,1,0.5789,0.6075321050671658,1
A00-02191,0,US,Majority,41,80458.63,5.55,0.276,9.45,1,0,33483.12,personal,1,0.6518,0.6703143674975283,1
A00-02192,0,EU,Minority,50,72592.85,2.53,0.267,7.06,1,0,15626.9,home_improvement,1,0.6001,0.5928892783795534,1
A00-02193,0,EU,Majority,35,51529.01,10.76,0.377,6.38,1,0,30596.79,home_improvement,0,0.3871,0.4320900207347255,0
A00-02194,0,US,Majority,40,85313.73,3.44,0.479,12.26,1,0,24439.82,personal,0,0.6563,0.634295119512431,1
A00-02195,0,EU,Minority,52,87933.42,2.98,0.582,5.09,2,0,22293.11,auto,0,0.3885,0.3185550557864299,0
A00-02196,0,US,Majority,21,75996.85,2.14,0.036,9.73,1,0,31134.47,auto,1,0.7717,0.7778553870111119,1
A00-02197,0,US,Majority,45,76527.83,8.45,0.624,9.28,0,0,33208.39,personal,0,0.5411,0.5136697202305016,0
A00-02198,0,US,Majority,35,44470.85,5.55,0.38,7.03,2,1,20564.55,personal,0,0.101,0.10749762494975718,0
A00-02199,0,EU,Majority,29,88534.28,10.53,0.439,4.97,1,0,28698.34,home_improvement,1,0.5576,0.5419890818515266,0
A00-02200,0,EU,Majority,43,102335.78,4.03,0.121,6.79,1,0,15917.93,personal,1,0.8064,0.7591785791259299,1
A00-02201,0,US,Minority,53,67636.1,2.66,0.347,14.59,3,0,10212.24,auto,0,0.5725,0.5773345551310044,1
A00-02202,0,US,Minority,50,50207.21,5.39,0.474,11.55,2,0,23300.23,auto,1,0.3831,0.4000238537256024,0
A00-02203,0,US,Majority,38,65422.1,11.74,0.189,12.58,0,0,34437.64,personal,1,0.7778,0.812586960422246,1
A00-02204,0,US,Majority,49,60512.01,1.72,0.02,5.35,1,0,23474.63,auto,0,0.6146,0.6053665445042314,1
A00-02205,0,US,Majority,49,61651.46,6.72,0.37,2.75,1,0,41244.68,home_improvement,1,0.3185,0.3778977948724392,0
A00-02206,0,US,Minority,38,73811.68,7.12,0.369,11.49,1,0,24844.59,personal,1,0.642,0.6377651413890517,1
A00-02207,0,US,Majority,31,73809.82,12.85,0.503,12.12,0,0,24687.73,personal,1,0.6996,0.6690037716118731,1
A00-02208,0,US,Majority,32,87574.8,3.28,0.311,9.05,0,0,23435.42,personal,1,0.7568,0.7080017380081127,1
A00-02209,0,US,Majority,48,75547.15,1.63,0.32,7.02,2,0,37229.36,auto,1,0.4564,0.48612669744811327,0
A00-02210,0,EU,Minority,39,45082.33,4.3,0.459,1.24,2,0,17804.8,auto,0,0.1653,0.12395307954888564,0
A00-02211,0,US,Majority,27,58986.85,9.12,0.454,11.97,1,1,24047.21,auto,1,0.2967,0.30714881723670945,0
A00-02212,0,EU,Minority,21,50806.02,5.77,0.29,11.84,1,0,20981.84,auto,1,0.5979,0.5800946859684876,1
A00-02213,0,EU,Majority,48,64957.07,7.57,0.443,5.78,2,0,19563.62,home_improvement,1,0.3441,0.3521514405498986,0
A00-02214,0,EU,Minority,33,95599.56,2.77,0.312,4.05,1,0,29933.36,personal,1,0.5876,0.5291674475611977,0
A00-02215,0,US,Majority,43,105643.09,4.86,0.332,13.46,2,0,24700.26,home_improvement,0,0.7956,0.8279352956619705,1
A00-02216,0,US,Majority,53,84395.42,5.9,0.41,5.93,1,1,34889.21,personal,0,0.2493,0.27171397975709355,0
A00-02217,0,EU,Minority,25,63756.51,1.92,0.476,14.22,1,0,23342.72,personal,0,0.5695,0.5573539672707982,1
A00-02218,0,US,Minority,39,35628.61,5.88,0.413,6.66,2,0,28500.92,personal,0,0.1885,0.20252703042600706,0
A00-02219,0,US,Majority,37,72680.16,4.58,0.2,6.95,0,0,25884.83,personal,0,0.6848,0.6525776417562577,1
A00-02220,0,US,Majority,43,53489.86,23.03,0.106,8.68,0,0,38865.1,home_improvement,1,0.7267,0.8142284644990414,1
A00-02221,0,US,Majority,53,99479.92,5.63,0.307,6.95,0,0,27338.29,personal,1,0.775,0.7401033068529198,1
A00-02222,0,US,Majority,24,37983.99,13.25,0.447,13.0,0,0,22497.73,auto,0,0.5856,0.5676287709106497,1
A00-02223,0,EU,Majority,45,75805.2,7.54,0.384,12.04,1,0,32266.92,personal,1,0.6428,0.6724558071079496,1
A00-02224,0,US,Minority,50,44889.45,5.21,0.404,11.45,1,0,24306.5,personal,0,0.4298,0.453570882690872,0
A00-02225,0,US,Majority,37,68319.21,12.14,0.329,9.24,2,0,33276.32,home_improvement,0,0.5006,0.5907353638509454,1
A00-02226,0,EU,Minority,37,74155.3,2.49,0.412,5.27,1,0,47342.61,home_improvement,1,0.3974,0.4717208971896766,0
A00-02227,0,US,Majority,44,87917.41,4.24,0.211,8.46,0,0,20463.41,personal,0,0.7958,0.7576735792247257,1
A00-02228,0,EU,Majority,43,67346.89,9.44,0.424,6.8,0,0,41383.05,personal,1,0.5113,0.5270713035542055,0
A00-02229,0,US,Majority,45,82963.11,0.98,0.432,14.37,1,0,24812.61,personal,1,0.7029,0.7043294832795691,1
A00-02230,0,US,Majority,45,55913.07,5.51,0.287,12.51,2,0,35627.76,home_improvement,1,0.4897,0.6271601622381276,1
A00-02231,0,EU,Majority,28,73165.23,5.48,0.382,8.13,2,0,32514.24,personal,1,0.4226,0.4308152989171539,0
A00-02232,0,US,Majority,50,87541.94,6.58,0.124,4.79,2,0,29432.42,personal,1,0.5862,0.5968478323392824,1
A00-02233,0,US,Minority,52,67809.89,4.9,0.397,13.26,0,0,27205.22,auto,1,0.7392,0.7407505690937511,1
A00-02234,0,EU,Minority,41,51442.47,9.22,0.359,7.65,0,0,24232.88,home_improvement,0,0.5325,0.5503460930694186,1
A00-02235,0,EU,Minority,23,56198.2,3.39,0.526,6.58,1,0,22365.25,personal,0,0.3122,0.2551175572814369,0
A00-02236,0,EU,Majority,38,87797.47,9.97,0.306,14.7,1,0,24251.87,auto,1,0.8416,0.843445441002229,1
A00-02237,0,US,Majority,41,47754.95,2.72,0.434,6.46,2,0,23872.96,personal,0,0.227,0.21911065547056488,0
A00-02238,0,US,Majority,26,50558.01,6.9,0.283,7.22,0,0,28284.11,auto,0,0.5605,0.5267799589765153,0
A00-02239,0,EU,Majority,35,79930.19,11.32,0.056,7.58,2,0,17942.12,personal,0,0.6937,0.6838757909331549,1
A00-02240,0,US,Majority,23,60156.27,3.19,0.303,3.23,2,1,28326.21,home_improvement,0,0.1135,0.13383080640749026,0
A00-02241,0,US,Majority,46,40891.89,3.73,0.354,9.76,0,1,34558.56,auto,1,0.2345,0.27968555849487,0
A00-02242,0,EU,Majority,41,94165.55,10.17,0.348,5.45,3,0,40274.49,home_improvement,1,0.4348,0.5232763343085653,0
A00-02243,0,US,Majority,21,47607.59,6.31,0.35,6.22,1,0,27867.45,auto,1,0.383,0.3513997440766899,0
A00-02244,0,US,Majority,43,64710.83,1.64,0.269,5.68,1,0,51051.41,home_improvement,1,0.4121,0.5333642135443738,0
A00-02245,0,US,Majority,38,56729.11,6.46,0.291,6.15,1,0,21573.47,auto,0,0.4894,0.44608827864406986,0
A00-02246,0,US,Majority,45,62844.01,8.32,0.195,5.14,0,0,27491.5,auto,0,0.641,0.6107555395470312,1
A00-02247,0,EU,Majority,35,51692.23,10.41,0.09,9.49,0,0,11063.66,personal,1,0.7356,0.7005013855281648,1
A00-02248,0,EU,Majority,30,82071.31,6.8,0.317,7.88,1,0,21665.7,home_improvement,1,0.6559,0.6495197667756305,1
A00-02249,0,US,Majority,31,70605.65,7.69,0.241,8.69,2,0,38845.96,personal,0,0.4934,0.5530816653175851,1
A00-02250,0,US,Majority,33,87189.42,14.0,0.46,17.92,1,0,24301.36,auto,1,0.849,0.8538157747585113,1
A00-02251,0,US,Minority,39,49925.8,9.6,0.113,6.48,2,0,14829.93,auto,1,0.4931,0.47341868593701014,0
A00-02252,0,US,Majority,41,109027.41,4.79,0.365,10.92,1,0,37489.73,auto,0,0.809,0.8105060420798424,1
A00-02253,0,US,Majority,37,32311.67,5.18,0.585,11.37,2,0,27798.67,auto,0,0.2205,0.23747724041928614,0
A00-02254,0,EU,Minority,34,31382.44,11.05,0.353,6.85,1,0,32548.6,auto,0,0.3108,0.3290515052601085,0
A00-02255,0,US,Majority,35,101808.61,6.72,0.33,9.6,2,0,26077.96,auto,0,0.7272,0.7046973864922838,1
A00-02256,0,US,Minority,67,70506.79,6.13,0.426,7.18,0,0,17666.17,auto,1,0.6311,0.5658857499438311,1
A00-02257,0,EU,Minority,31,67986.34,4.69,0.436,7.91,0,0,25717.77,personal,0,0.557,0.4994249613826388,0
A00-02258,0,US,Majority,33,76694.23,10.81,0.281,6.15,1,0,31641.4,auto,1,0.6168,0.5976147232942031,1
A00-02259,0,EU,Majority,70,79352.94,3.32,0.209,6.52,1,0,27476.07,home_improvement,1,0.6323,0.683748236474061,1
A00-02260,0,US,Minority,44,67195.59,4.24,0.453,7.17,3,0,31690.99,auto,0,0.2801,0.2963324415541278,0
A00-02261,0,US,Minority,24,43147.81,10.79,0.146,0.5,1,0,20432.28,personal,0,0.3223,0.2716152948691307,0
A00-02262,0,EU,Majority,48,84045.63,10.72,0.43,14.48,0,0,30101.39,personal,1,0.8057,0.8160757749976671,1
A00-02263,0,US,Majority,29,81052.89,18.82,0.283,17.14,2,0,27502.53,home_improvement,1,0.8122,0.8735233966615711,1
A00-02264,0,US,Majority,49,95640.19,5.53,0.33,9.18,1,0,25653.15,home_improvement,0,0.738,0.7555517756952459,1
A00-02265,0,US,Majority,37,102020.58,4.74,0.267,11.16,2,0,28504.87,personal,0,0.7398,0.747330678364242,1
A00-02266,0,EU,Minority,34,67779.05,5.04,0.547,11.42,1,0,25459.08,home_improvement,0,0.5131,0.5357416076753814,0
A00-02267,0,EU,Majority,57,45176.57,1.8,0.36,3.2,1,0,31034.03,personal,0,0.2343,0.23437851100046728,0
A00-02268,0,US,Minority,45,95177.94,1.13,0.336,10.81,0,0,30539.83,home_improvement,1,0.8053,0.8212658416724913,1
A00-02269,0,EU,Minority,50,42155.15,6.79,0.333,5.39,2,0,29270.51,home_improvement,0,0.2399,0.3006118538868955,0
A00-02270,0,EU,Majority,44,74921.32,4.51,0.312,17.66,0,0,10679.97,auto,1,0.8862,0.8700846214272067,1
A00-02271,0,US,Majority,34,63622.06,3.48,0.618,7.75,1,1,15756.11,home_improvement,0,0.1576,0.14978201959713078,0
A00-02272,0,US,Minority,46,53318.12,6.08,0.217,10.73,1,0,18839.08,auto,0,0.6317,0.6285588978309471,1
A00-02273,0,US,Minority,52,76021.7,6.88,0.505,6.39,1,0,21647.26,personal,1,0.4577,0.40271956690631366,0
A00-02274,0,US,Minority,40,66144.73,5.29,0.443,15.89,2,0,22535.61,home_improvement,1,0.5911,0.6668197011490558,1
A00-02275,0,US,Majority,59,78251.59,5.38,0.515,6.45,0,0,35065.57,personal,1,0.5188,0.4999822941599201,0
A00-02276,0,US,Majority,48,53001.96,4.48,0.405,13.16,0,0,31563.58,personal,0,0.5963,0.6309822220280498,1
A00-02277,0,US,Majority,41,65192.58,8.69,0.33,11.01,0,0,21934.42,personal,0,0.6984,0.6794157023167625,1
A00-02278,0,US,Minority,42,46878.84,4.05,0.497,8.72,1,0,32186.37,auto,0,0.3412,0.3459077956198316,0
A00-02279,0,EU,Majority,41,64717.64,2.99,0.358,9.42,2,0,31829.78,auto,1,0.4493,0.4740721770931125,0
